START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
08-01-2016 15:40,08-01-2016 15:47,business,Apex,Cary,4.6,nopurpose
08-01-2016 16:18,08-01-2016 16:25,business,Whitebridge,Edgehill Farms,2.8,nopurpose
08-01-2016 16:29,08-01-2016 16:59,business,Cary,Morrisville,9.1,nopurpose
08-01-2016 17:23,08-01-2016 17:55,business,Morrisville,Cary,8.1,nopurpose
08-02-2016 08:11,08-02-2016 08:32,business,Cary,Morrisville,8.4,meeting
08-02-2016 11:51,08-02-2016 12:15,business,Arlington,Washington,4.9,nopurpose
08-02-2016 19:15,08-02-2016 19:23,business,Kalorama Triangle,K Street,1.0,nopurpose
08-02-2016 21:23,08-02-2016 21:29,business,K Street,Kalorama Triangle,1.0,nopurpose
08-03-2016 12:46,08-03-2016 13:00,business,West End,Northwest Rectangle,2.0,nopurpose
08-03-2016 14:59,08-03-2016 15:03,business,K Street,Kalorama Triangle,1.1,nopurpose
08-03-2016 16:00,08-03-2016 16:04,business,Kalorama Triangle,Downtown,1.5,nopurpose
08-05-2016 17:23,08-05-2016 17:30,business,Connecticut Avenue,Kalorama Triangle,1.3,nopurpose
08-05-2016 18:17,08-05-2016 18:21,business,Kalorama Triangle,Columbia Heights,1.8,nopurpose
08-05-2016 19:17,08-05-2016 19:27,business,Columbia Heights,Kalorama Triangle,1.5,nopurpose
08-06-2016 06:40,08-06-2016 06:58,business,Washington,Arlington,6.6,nopurpose
08-06-2016 09:31,08-06-2016 09:53,business,Morrisville,Cary,8.0,nopurpose
08-07-2016 17:14,08-07-2016 17:23,business,Whitebridge,Edgehill Farms,2.7,nopurpose
08-07-2016 17:28,08-07-2016 17:43,business,Edgehill Farms,Whitebridge,2.7,customer visit
08-07-2016 18:17,08-07-2016 18:23,business,Cary,Morrisville,2.5,nopurpose
08-07-2016 20:15,08-07-2016 20:23,business,Morrisville,Cary,2.5,meal/entertain
08-08-2016 16:17,08-08-2016 16:31,business,Whitebridge,Farmington Woods,5.2,nopurpose
08-08-2016 16:37,08-08-2016 16:50,business,Farmington Woods,Edgehill Farms,4.0,nopurpose
08-08-2016 17:02,08-08-2016 17:13,business,Edgehill Farms,Whitebridge,2.7,customer visit
08-08-2016 21:50,08-08-2016 22:15,business,Cary,Morrisville,4.8,nopurpose
08-08-2016 23:28,08-08-2016 23:37,business,Morrisville,Cary,3.2,customer visit
08-09-2016 14:20,08-09-2016 14:38,business,Whitebridge,Waverly Place,6.9,nopurpose
08-09-2016 15:15,08-09-2016 15:36,business,Cary,Raleigh,14.9,nopurpose
08-09-2016 16:04,08-09-2016 16:37,business,Raleigh,Cary,17.4,nopurpose
08-10-2016 16:56,08-10-2016 17:24,business,Cary,Durham,12.9,nopurpose
08-10-2016 17:53,08-10-2016 18:28,business,Durham,Apex,15.3,nopurpose
08-10-2016 18:49,08-10-2016 18:50,business,Apex,Apex,1.0,nopurpose
08-10-2016 19:47,08-10-2016 20:02,business,Apex,Cary,6.0,nopurpose
08-11-2016 12:53,08-11-2016 13:00,business,Whitebridge,Heritage Pines,2.2,nopurpose
08-11-2016 13:14,08-11-2016 13:28,business,Heritage Pines,Edgehill Farms,4.4,nopurpose
08-11-2016 13:32,08-11-2016 13:42,business,Edgehill Farms,Whitebridge,2.8,nopurpose
08-11-2016 18:37,08-11-2016 19:29,business,Cary,Wake Forest,31.7,nopurpose
08-11-2016 20:59,08-11-2016 21:44,business,Wake Forest,Cary,31.9,nopurpose
08-12-2016 18:49,08-12-2016 18:52,business,Whitebridge,Westpark Place,1.9,nopurpose
08-12-2016 18:56,08-12-2016 19:05,business,Westpark Place,Whitebridge,1.8,nopurpose
8/13/2016 15:35,8/13/2016 15:58,business,Cary,Morrisville,8.4,meeting
8/15/2016 9:05,8/15/2016 9:52,business,R?walpindi,Unknown Location,15.6,nopurpose
8/15/2016 15:20,8/15/2016 15:47,business,Unknown Location,Unknown Location,14.1,nopurpose
8/15/2016 16:52,8/15/2016 17:30,business,Unknown Location,Unknown Location,15.7,nopurpose
8/15/2016 19:08,8/15/2016 20:30,business,Unknown Location,Unknown Location,25.9,temporary site
8/16/2016 7:58,8/16/2016 8:11,business,Unknown Location,Unknown Location,7.9,nopurpose
8/16/2016 8:16,8/16/2016 8:23,business,Unknown Location,Unknown Location,2.7,nopurpose
8/16/2016 8:46,8/16/2016 8:53,business,Unknown Location,Unknown Location,5.5,nopurpose
8/16/2016 10:06,8/16/2016 10:27,business,Unknown Location,Islamabad,5.7,nopurpose
8/16/2016 10:31,8/16/2016 10:38,business,Islamabad,Islamabad,1.2,nopurpose
8/16/2016 11:47,8/16/2016 12:03,business,Islamabad,Unknown Location,5.7,temporary site
8/16/2016 15:13,8/16/2016 15:36,business,Unknown Location,Unknown Location,16.2,nopurpose
8/17/2016 10:17,8/17/2016 10:41,business,Unknown Location,Unknown Location,2.6,nopurpose
8/17/2016 10:57,8/17/2016 11:20,business,Unknown Location,Unknown Location,12.1,nopurpose
8/17/2016 14:45,8/17/2016 14:50,business,Unknown Location,R?walpindi,1.4,nopurpose
8/17/2016 15:32,8/17/2016 15:47,business,R?walpindi,Islamabad,6.4,nopurpose
8/17/2016 16:29,8/17/2016 16:50,business,Islamabad,Unknown Location,7.3,nopurpose
8/17/2016 16:54,8/17/2016 17:00,business,Unknown Location,Unknown Location,5.3,nopurpose
8/17/2016 17:05,8/17/2016 17:34,business,Unknown Location,Unknown Location,5.5,nopurpose
8/17/2016 18:38,8/17/2016 18:57,business,Unknown Location,Unknown Location,7.7,temporary site
8/18/2016 18:40,8/18/2016 19:07,business,Unknown Location,Unknown Location,7.6,temporary site
8/19/2016 8:24,8/19/2016 8:45,business,Unknown Location,Noorpur Shahan,7.6,nopurpose
8/19/2016 8:54,8/19/2016 9:07,business,Noorpur Shahan,Islamabad,3.3,nopurpose
8/19/2016 9:27,8/19/2016 9:47,business,Islamabad,R?walpindi,6.5,nopurpose
8/19/2016 10:57,8/19/2016 11:06,business,R?walpindi,Unknown Location,2.0,nopurpose
8/19/2016 12:07,8/19/2016 12:24,business,Unknown Location,Islamabad,5.7,nopurpose
8/19/2016 15:51,8/19/2016 16:06,business,Islamabad,Islamabad,3.2,nopurpose
8/19/2016 17:12,8/19/2016 17:52,business,Islamabad,Unknown Location,12.5,nopurpose
8/21/2016 10:00,8/21/2016 10:29,business,Unknown Location,Unknown Location,7.6,airport/travel
8/21/2016 14:05,8/21/2016 14:34,business,Unknown Location,Unknown Location,7.7,nopurpose
8/21/2016 16:30,8/21/2016 17:02,business,Unknown Location,Islamabad,12.2,nopurpose
8/21/2016 18:10,8/21/2016 18:17,business,Islamabad,Islamabad,1.4,nopurpose
8/21/2016 18:48,8/21/2016 19:24,business,Islamabad,Unknown Location,20.2,nopurpose
8/22/2016 10:00,8/22/2016 10:44,business,Unknown Location,Islamabad,9.8,nopurpose
8/22/2016 11:07,8/22/2016 11:23,business,Islamabad,Unknown Location,6.3,nopurpose
8/22/2016 12:36,8/22/2016 12:49,business,Unknown Location,Islamabad,4.9,nopurpose
8/22/2016 13:02,8/22/2016 13:11,business,Islamabad,Islamabad,1.5,nopurpose
8/22/2016 14:07,8/22/2016 14:31,business,Islamabad,Unknown Location,10.9,nopurpose
8/22/2016 15:14,8/22/2016 15:49,business,Unknown Location,Unknown Location,19.0,nopurpose
8/22/2016 15:59,8/22/2016 17:16,business,Unknown Location,Unknown Location,19.0,nopurpose
8/22/2016 19:58,8/22/2016 20:50,business,Unknown Location,R?walpindi,7.9,nopurpose
8/22/2016 20:53,8/22/2016 21:31,business,R?walpindi,R?walpindi,4.1,nopurpose
8/22/2016 22:31,8/22/2016 23:00,business,R?walpindi,Unknown Location,18.7,nopurpose
8/23/2016 8:10,8/23/2016 8:25,business,Unknown Location,Noorpur Shahan,8.7,nopurpose
8/23/2016 9:35,8/23/2016 10:09,business,Noorpur Shahan,Unknown Location,7.5,nopurpose
8/23/2016 12:59,8/23/2016 13:15,business,Unknown Location,Noorpur Shahan,7.7,nopurpose
8/23/2016 13:19,8/23/2016 13:30,business,Noorpur Shahan,Islamabad,4.4,nopurpose
8/23/2016 13:49,8/23/2016 14:04,business,Islamabad,Unknown Location,5.0,nopurpose
8/23/2016 15:07,8/23/2016 15:12,business,Unknown Location,Unknown Location,1.9,nopurpose
8/23/2016 15:15,8/23/2016 17:16,business,Unknown Location,Unknown Location,7.9,nopurpose
8/23/2016 17:42,8/23/2016 18:31,business,Unknown Location,Unknown Location,17.7,nopurpose
8/24/2016 12:05,8/24/2016 12:56,business,Unknown Location,Unknown Location,25.2,nopurpose
8/24/2016 13:01,8/24/2016 15:25,business,Unknown Location,Unknown Location,96.2,nopurpose
8/25/2016 15:17,8/25/2016 16:22,business,Unknown Location,Unknown Location,35.0,nopurpose
8/25/2016 16:36,8/25/2016 16:56,business,Unknown Location,Unknown Location,5.5,nopurpose
8/25/2016 17:19,8/25/2016 19:20,business,Unknown Location,Unknown Location,50.4,nopurpose
8/25/2016 19:25,8/25/2016 19:57,business,Unknown Location,Lahore,9.2,nopurpose
8/25/2016 22:58,8/25/2016 23:16,business,Lahore,Unknown Location,7.3,nopurpose
8/26/2016 9:06,8/26/2016 9:20,business,Unknown Location,Unknown Location,5.0,nopurpose
8/26/2016 11:14,8/26/2016 11:26,business,Unknown Location,Unknown Location,3.8,nopurpose
8/26/2016 12:10,8/26/2016 12:20,business,Unknown Location,Lahore,3.9,nopurpose
8/26/2016 14:10,8/26/2016 14:33,business,Lahore,Lahore,7.4,nopurpose
8/26/2016 15:23,8/26/2016 15:35,business,Lahore,Lahore,1.5,nopurpose
8/26/2016 15:59,8/26/2016 16:24,business,Lahore,Unknown Location,7.9,nopurpose
8/26/2016 16:55,8/26/2016 17:12,business,Unknown Location,Lahore,2.9,nopurpose
8/26/2016 18:42,8/26/2016 18:56,business,Lahore,Lahore,3.4,nopurpose
8/26/2016 19:31,8/26/2016 19:54,business,Lahore,Lahore,3.8,nopurpose
8/26/2016 20:06,8/26/2016 20:16,business,Lahore,Unknown Location,5.9,nopurpose
8/27/2016 9:34,8/27/2016 10:11,business,Unknown Location,Lahore,9.6,nopurpose
8/27/2016 11:47,8/27/2016 12:06,business,Lahore,Lahore,7.0,nopurpose
8/27/2016 12:12,8/27/2016 12:17,business,Lahore,Lahore,0.9,nopurpose
8/27/2016 14:01,8/27/2016 15:44,business,Lahore,Unknown Location,86.6,nopurpose
8/27/2016 16:15,8/27/2016 19:13,business,Unknown Location,Unknown Location,156.9,nopurpose
8/28/2016 9:57,8/28/2016 10:18,business,Unknown Location,Noorpur Shahan,10.1,nopurpose
8/28/2016 16:39,8/28/2016 16:55,business,Noorpur Shahan,Islamabad,6.2,nopurpose
8/28/2016 17:37,8/28/2016 17:55,business,Islamabad,Islamabad,5.3,nopurpose
8/28/2016 21:15,8/28/2016 21:59,business,Islamabad,Unknown Location,12.1,nopurpose
8/29/2016 12:02,8/29/2016 12:31,business,Unknown Location,Islamabad,10.8,nopurpose
8/29/2016 13:38,8/29/2016 13:48,business,Islamabad,Islamabad,4.3,nopurpose
8/29/2016 14:31,8/29/2016 14:41,business,Islamabad,Islamabad,2.5,nopurpose
8/29/2016 14:49,8/29/2016 15:04,business,Islamabad,Unknown Location,5.7,temporary site
8/29/2016 15:49,8/29/2016 15:59,business,Unknown Location,Islamabad,2.8,nopurpose
8/29/2016 16:06,8/29/2016 16:21,business,Islamabad,Unknown Location,4.0,nopurpose
8/29/2016 17:24,8/29/2016 17:41,business,Unknown Location,Islamabad,5.5,nopurpose
8/29/2016 18:27,8/29/2016 18:36,business,Islamabad,Islamabad,2.6,nopurpose
8/30/2016 11:53,8/30/2016 12:05,business,Unknown Location,Unknown Location,2.1,nopurpose
8/30/2016 12:46,8/30/2016 13:09,business,Unknown Location,Islamabad,8.8,nopurpose
8/30/2016 13:25,8/30/2016 13:46,business,Islamabad,Islamabad,4.4,nopurpose
8/30/2016 14:00,8/30/2016 14:20,business,Islamabad,Unknown Location,5.3,nopurpose
8/30/2016 17:27,8/30/2016 18:09,business,Unknown Location,Unknown Location,13.0,nopurpose
09-01-2016 11:51,09-01-2016 12:24,business,Unknown Location,Islamabad,13.0,nopurpose
09-01-2016 17:21,09-01-2016 17:36,business,Islamabad,Unknown Location,10.6,nopurpose
09-01-2016 18:49,09-01-2016 19:08,business,Unknown Location,Unknown Location,2.2,nopurpose
09-02-2016 11:37,09-02-2016 12:24,business,Unknown Location,Islamabad,9.2,nopurpose
09-02-2016 18:56,09-02-2016 19:37,business,Unknown Location,Unknown Location,12.9,nopurpose
09-05-2016 10:25,09-05-2016 10:44,business,Unknown Location,R?walpindi,17.2,nopurpose
09-06-2016 17:49,09-06-2016 17:49,business,Unknown Location,Unknown Location,69.1,nopurpose
09-10-2016 10:28,09-10-2016 10:45,business,Unknown Location,Unknown Location,2.8,nopurpose
09-11-2016 09:51,09-11-2016 09:55,business,Unknown Location,Unknown Location,8.6,nopurpose
09-11-2016 21:40,09-11-2016 21:42,business,Unknown Location,Unknown Location,9.8,nopurpose
09-12-2016 08:07,09-12-2016 08:12,business,Unknown Location,Unknown Location,3.6,nopurpose
09-12-2016 11:15,09-12-2016 11:24,business,Unknown Location,Unknown Location,1.7,nopurpose
09-12-2016 13:04,09-12-2016 13:44,business,Unknown Location,Unknown Location,11.5,nopurpose
9/13/2016 16:56,9/13/2016 17:02,business,Unknown Location,Unknown Location,0.7,nopurpose
9/14/2016 11:55,9/14/2016 11:59,business,Unknown Location,Unknown Location,0.7,nopurpose
9/15/2016 20:33,9/15/2016 20:38,business,Unknown Location,Unknown Location,0.9,nopurpose
9/16/2016 7:08,9/16/2016 7:08,business,Unknown Location,Unknown Location,1.6,nopurpose
9/18/2016 18:07,9/18/2016 18:11,business,Unknown Location,Unknown Location,9.4,nopurpose
9/19/2016 6:18,9/19/2016 6:49,business,R?walpindi,Unknown Location,18.2,nopurpose
9/19/2016 14:40,9/19/2016 14:56,business,Unknown Location,Islamabad,10.5,nopurpose
9/19/2016 16:23,9/19/2016 16:31,business,Islamabad,Unknown Location,5.7,nopurpose
9/19/2016 17:36,9/19/2016 18:20,business,Unknown Location,Unknown Location,18.0,nopurpose
9/19/2016 19:10,9/19/2016 19:49,business,Unknown Location,Islamabad,18.3,nopurpose
9/20/2016 11:29,9/20/2016 11:48,business,Islamabad,Unknown Location,16.5,nopurpose
9/20/2016 20:47,9/20/2016 22:47,business,Unknown Location,R?walpindi,9.6,nopurpose
9/23/2016 13:15,9/23/2016 13:40,business,Karachi,Karachi,2.9,nopurpose
9/24/2016 14:34,9/24/2016 15:15,business,Karachi,Unknown Location,8.2,nopurpose
9/24/2016 20:29,9/24/2016 20:33,business,Unknown Location,Unknown Location,2.4,nopurpose
9/27/2016 8:33,9/27/2016 8:35,business,Unknown Location,Unknown Location,5.8,nopurpose
9/27/2016 13:21,9/27/2016 14:43,business,Lahore,Lahore,9.8,nopurpose
9/27/2016 19:14,9/27/2016 20:34,business,Lahore,Unknown Location,7.3,nopurpose
9/27/2016 21:01,9/28/2016 2:37,business,Unknown Location,Unknown Location,195.6,nopurpose
9/28/2016 17:21,9/28/2016 19:36,business,Islamabad,Unknown Location,20.5,nopurpose
9/29/2016 16:13,9/29/2016 18:47,business,Unknown Location,Islamabad,12.6,nopurpose
9/30/2016 17:39,9/30/2016 20:20,business,Islamabad,Islamabad,37.7,nopurpose
9/30/2016 20:59,9/30/2016 22:34,business,Islamabad,Unknown Location,16.7,nopurpose
10-03-2016 17:09,10-03-2016 17:12,business,Unknown Location,Islamabad,10.5,nopurpose
10-03-2016 18:17,10-03-2016 18:34,business,Islamabad,Islamabad,2.8,nopurpose
10-03-2016 18:51,10-03-2016 19:01,business,Islamabad,Islamabad,1.6,nopurpose
10-03-2016 22:04,10-03-2016 22:33,business,Islamabad,Unknown Location,12.7,nopurpose
10-04-2016 09:50,10-04-2016 10:52,business,Unknown Location,Unknown Location,28.6,nopurpose
10-04-2016 12:17,10-04-2016 12:18,business,Unknown Location,Unknown Location,15.1,nopurpose
10-06-2016 08:49,10-06-2016 11:36,business,Unknown Location,R?walpindi,17.9,nopurpose
10-06-2016 17:23,10-06-2016 17:40,business,R?walpindi,Unknown Location,112.6,nopurpose
10-06-2016 18:37,10-06-2016 18:39,business,Unknown Location,Unknown Location,18.4,nopurpose
10-06-2016 19:46,10-06-2016 20:26,business,Unknown Location,Unknown Location,13.8,nopurpose
10-07-2016 10:56,10-07-2016 10:59,business,Unknown Location,Lahore,33.2,nopurpose
10-07-2016 11:27,10-07-2016 11:50,business,Lahore,Lahore,2.6,nopurpose
10-07-2016 13:52,10-07-2016 14:08,business,Lahore,Unknown Location,5.8,nopurpose
10-07-2016 14:29,10-07-2016 15:11,business,Unknown Location,Lahore,8.3,nopurpose
10-07-2016 15:47,10-07-2016 16:02,business,Lahore,Lahore,2.4,nopurpose
10-07-2016 18:08,10-07-2016 18:27,business,Lahore,Lahore,3.1,nopurpose
10-07-2016 18:33,10-07-2016 19:01,business,Lahore,Lahore,6.1,nopurpose
10-08-2016 15:03,10-08-2016 15:03,business,Karachi,Karachi,3.6,nopurpose
10-08-2016 18:15,10-08-2016 18:18,business,Karachi,Unknown Location,8.0,nopurpose
10-09-2016 14:04,10-09-2016 14:23,business,Unknown Location,Unknown Location,7.7,temporary site
10-10-2016 17:22,10-10-2016 17:28,business,Islamabad,Islamabad,1.7,nopurpose
10-10-2016 17:33,10-10-2016 18:13,business,Islamabad,Unknown Location,9.5,nopurpose
10-11-2016 01:27,10-11-2016 02:08,business,Unknown Location,R?walpindi,17.1,meeting
10-12-2016 19:18,10-12-2016 19:21,business,R?walpindi,Unknown Location,18.4,nopurpose
10/13/2016 11:20,10/13/2016 11:58,business,Unknown Location,Islamabad,9.8,nopurpose
10/13/2016 12:08,10/13/2016 12:14,business,Islamabad,Islamabad,1.0,nopurpose
10/13/2016 13:02,10/13/2016 13:02,business,Islamabad,Islamabad,0.7,nopurpose
10/13/2016 13:37,10/13/2016 13:46,business,Islamabad,Islamabad,2.3,nopurpose
10/13/2016 16:08,10/13/2016 16:53,business,Islamabad,Unknown Location,10.9,nopurpose
10/14/2016 8:50,10/14/2016 9:44,business,Unknown Location,R?walpindi,12.7,nopurpose
10/14/2016 10:16,10/14/2016 10:52,business,R?walpindi,Unknown Location,12.4,nopurpose
10/14/2016 15:56,10/14/2016 16:20,business,Unknown Location,Unknown Location,3.8,nopurpose
10/14/2016 23:54,10/15/2016 2:06,business,Unknown Location,R?walpindi,17.0,meeting
10/15/2016 22:28,10/15/2016 22:48,business,Morrisville,Morrisville,6.2,nopurpose
10/16/2016 0:01,10/16/2016 0:14,business,Morrisville,Cary,3.1,nopurpose
10/16/2016 12:52,10/16/2016 13:11,business,Cary,Durham,10.5,meeting
10/16/2016 14:40,10/16/2016 15:01,business,Durham,Morrisville,8.1,nopurpose
10/16/2016 15:10,10/16/2016 15:19,business,Morrisville,Cary,3.1,nopurpose
10/16/2016 19:27,10/16/2016 19:33,business,Whitebridge,Parkway,2.1,meeting
10/16/2016 20:30,10/16/2016 20:39,business,Cary,Morrisville,4.3,nopurpose
10/16/2016 21:34,10/16/2016 21:41,business,Morrisville,Cary,2.5,meal/entertain
10/17/2016 15:19,10/17/2016 15:57,business,Cary,Raleigh,20.6,nopurpose
10/17/2016 16:29,10/17/2016 17:11,business,Raleigh,Cary,17.6,nopurpose
10/17/2016 18:02,10/17/2016 18:16,business,Cary,Apex,5.6,nopurpose
10/17/2016 18:31,10/17/2016 18:45,business,Apex,Apex,3.3,nopurpose
10/17/2016 19:08,10/17/2016 19:25,business,Apex,Cary,5.3,nopurpose
10/18/2016 8:12,10/18/2016 8:22,business,Whitebridge,Edgehill Farms,3.3,nopurpose
10/18/2016 8:53,10/18/2016 9:02,business,Edgehill Farms,Whitebridge,3.3,nopurpose
10/18/2016 10:41,10/18/2016 11:09,business,Cary,Morrisville,7.9,temporary site
10/18/2016 18:12,10/18/2016 18:33,business,Oakland,Emeryville,13.0,nopurpose
10/18/2016 19:03,10/18/2016 19:13,business,Emeryville,Berkeley,3.0,nopurpose
10/18/2016 20:31,10/18/2016 20:37,business,Berkeley,Emeryville,3.0,nopurpose
10/19/2016 9:33,10/19/2016 9:47,business,Emeryville,Oakland,3.8,nopurpose
10/19/2016 9:54,10/19/2016 10:21,business,Oakland,San Francisco,9.5,nopurpose
10/19/2016 13:45,10/19/2016 13:56,business,SOMISSPO,French Quarter,1.7,nopurpose
10/19/2016 14:02,10/19/2016 14:31,business,San Francisco,Berkeley,10.8,nopurpose
10/19/2016 15:44,10/19/2016 16:02,business,West Berkeley,North Berkeley Hills,4.1,nopurpose
10/19/2016 16:06,10/19/2016 16:19,business,North Berkeley Hills,Southside,2.2,nopurpose
10/19/2016 16:33,10/19/2016 17:01,business,Berkeley,Emeryville,4.6,nopurpose
10/20/2016 11:26,10/20/2016 11:34,business,Emeryville,Berkeley,3.1,nopurpose
10/20/2016 12:19,10/20/2016 13:17,business,Berkeley,San Jose,47.7,nopurpose
10/20/2016 20:44,10/20/2016 21:37,business,San Jose,Emeryville,44.6,nopurpose
10/21/2016 10:06,10/21/2016 10:21,business,Emeryville,Oakland,13.2,nopurpose
10/22/2016 0:54,10/22/2016 1:09,business,Morrisville,Cary,8.7,nopurpose
10/22/2016 13:26,10/22/2016 14:03,business,Cary,Raleigh,17.2,nopurpose
10/22/2016 17:08,10/22/2016 17:55,business,Raleigh,Cary,14.0,nopurpose
10/23/2016 9:24,10/23/2016 10:05,business,Cary,Raleigh,28.1,nopurpose
10/23/2016 12:17,10/23/2016 12:59,business,Raleigh,Cary,28.2,nopurpose
10/23/2016 19:04,10/23/2016 19:14,business,Cary,Morrisville,3.1,meal/entertain
10/23/2016 21:10,10/23/2016 21:25,business,Morrisville,Cary,3.1,customer visit
10/24/2016 14:57,10/24/2016 15:26,business,Cary,Durham,16.4,nopurpose
10/24/2016 15:33,10/24/2016 16:13,business,Durham,Morrisville,15.4,nopurpose
10/24/2016 16:34,10/24/2016 16:41,business,Morrisville,Cary,2.2,nopurpose
10/25/2016 13:27,10/25/2016 14:08,business,Cary,Apex,11.2,nopurpose
10/25/2016 15:04,10/25/2016 15:11,business,Apex,Eagle Rock,2.2,nopurpose
10/25/2016 15:16,10/25/2016 15:33,business,Eagle Rock,Cary,3.6,nopurpose
10/25/2016 20:00,10/25/2016 20:11,business,Whitebridge,Savon Height,3.6,meal/entertain
10/25/2016 20:54,10/25/2016 21:03,business,Savon Height,Parkway,4.9,nopurpose
10/25/2016 22:24,10/25/2016 22:45,business,Parkway,Whitebridge,8.7,errand/supplies
10/26/2016 19:25,10/26/2016 19:31,business,Whitebridge,Parkway,2.1,meeting
10/26/2016 20:53,10/26/2016 21:03,business,Parkway,Whitebridge,2.1,nopurpose
10/27/2016 18:51,10/27/2016 19:16,business,Cary,Morrisville,8.4,meeting
10/27/2016 19:20,10/27/2016 19:35,business,Morrisville,Morrisville,5.9,nopurpose
10/27/2016 19:52,10/27/2016 20:21,business,Huntington Woods,Huntington Woods,12.1,nopurpose
10/27/2016 20:47,10/27/2016 20:54,business,Huntington Woods,Weston,3.9,nopurpose
10/27/2016 21:26,10/27/2016 21:48,business,Morrisville,Cary,6.2,nopurpose
10/28/2016 11:34,10/28/2016 11:52,business,Cary,Durham,10.4,meeting
10/28/2016 13:06,10/28/2016 13:36,business,Durham,Cary,9.9,meeting
10/28/2016 15:53,10/28/2016 17:59,business,Cary,Winston Salem,107.0,meeting
10/28/2016 18:13,10/28/2016 20:07,business,Winston Salem,Asheville,133.6,meeting
10/28/2016 20:13,10/28/2016 22:00,business,Asheville,Topton,91.8,meeting
10/29/2016 15:22,10/29/2016 17:05,business,Topton,Hayesville,40.7,meeting
10/29/2016 17:13,10/29/2016 19:19,business,Hayesville,Topton,75.7,nopurpose
10/30/2016 7:49,10/30/2016 8:30,business,Topton,Bryson City,29.8,nopurpose
10/30/2016 9:07,10/30/2016 10:09,business,Bryson City,Bryson City,16.3,nopurpose
10/30/2016 10:11,10/30/2016 10:38,business,Bryson City,Bryson City,6.5,nopurpose
10/30/2016 10:51,10/30/2016 11:21,business,Bryson City,Bryson City,6.3,nopurpose
10/30/2016 12:24,10/30/2016 12:35,business,Bryson City,Almond,6.6,nopurpose
10/30/2016 12:58,10/30/2016 13:18,business,Almond,Bryson City,15.2,nopurpose
10/30/2016 13:24,10/30/2016 14:37,business,Bryson City,Asheville,68.4,nopurpose
10/30/2016 15:22,10/30/2016 18:23,business,Asheville,Mebane,195.9,nopurpose
10/30/2016 18:26,10/30/2016 19:39,business,Mebane,Cary,45.2,nopurpose
10/31/2016 18:11,10/31/2016 18:20,business,Cary,Morrisville,3.2,nopurpose
10/31/2016 18:47,10/31/2016 19:16,business,Morrisville,Raleigh,10.3,nopurpose
10/31/2016 20:18,10/31/2016 20:44,business,Raleigh,Cary,13.1,nopurpose
10/31/2016 21:45,10/31/2016 22:10,business,Savon Height,Whitebridge,9.6,errand/supplies
11-01-2016 11:50,11-01-2016 12:27,business,Cary,Durham,16.5,nopurpose
11-01-2016 16:29,11-01-2016 17:02,business,Durham,Cary,12.8,nopurpose
11-01-2016 17:35,11-01-2016 17:42,business,Whitebridge,Whitebridge,1.2,nopurpose
11-01-2016 19:14,11-01-2016 19:20,business,Whitebridge,Whitebridge,1.0,nopurpose
11-01-2016 19:59,11-01-2016 20:12,business,Whitebridge,Whitebridge,4.1,nopurpose
11-01-2016 20:41,11-01-2016 20:55,business,Whitebridge,Whitebridge,4.2,meal/entertain
11-02-2016 15:10,11-02-2016 15:18,business,Whitebridge,Westpark Place,1.4,nopurpose
11-02-2016 15:45,11-02-2016 15:52,business,Westpark Place,Whitebridge,1.8,nopurpose
11-02-2016 16:46,11-02-2016 17:11,business,Cary,Morrisville,8.5,meeting
11-02-2016 17:34,11-02-2016 17:49,business,Morrisville,Morrisville,5.0,nopurpose
11-02-2016 17:53,11-02-2016 18:00,business,Morrisville,Cary,3.8,nopurpose
11-03-2016 11:28,11-03-2016 11:34,business,Whitebridge,Hazelwood,2.5,nopurpose
11-03-2016 12:43,11-03-2016 12:49,business,Hazelwood,Whitebridge,2.4,nopurpose
11-03-2016 13:42,11-03-2016 13:47,business,Whitebridge,Westpark Place,1.4,nopurpose
11-03-2016 14:13,11-03-2016 14:26,business,Westpark Place,Whitebridge,1.8,nopurpose
11-03-2016 18:51,11-03-2016 19:08,business,Cary,Morrisville,3.1,meal/entertain
11-03-2016 22:46,11-03-2016 22:58,business,Morrisville,Cary,3.1,customer visit
11-04-2016 10:02,11-04-2016 10:18,business,Cary,Morrisville,7.9,temporary site
11-04-2016 18:14,11-04-2016 18:21,business,San Jose,Santa Clara,3.8,nopurpose
11-04-2016 21:04,11-04-2016 21:20,business,Agnew,Cory,4.3,nopurpose
11-04-2016 22:12,11-04-2016 22:25,business,Cory,Agnew,3.9,nopurpose
11-05-2016 08:34,11-05-2016 08:43,business,Agnew,Renaissance,2.2,nopurpose
11-05-2016 17:29,11-05-2016 17:40,business,Renaissance,Agnew,2.8,nopurpose
11-05-2016 19:20,11-05-2016 19:28,business,Agnew,Agnew,2.2,nopurpose
11-06-2016 10:50,11-06-2016 11:04,business,Agnew,Renaissance,2.4,nopurpose
11-06-2016 16:05,11-06-2016 16:22,business,Renaissance,Agnew,2.8,meeting
11-06-2016 16:27,11-06-2016 17:28,business,Santa Clara,Berkeley,43.9,customer visit
11-06-2016 19:04,11-06-2016 19:12,business,Downtown,West Berkeley,1.8,nopurpose
11-06-2016 20:06,11-06-2016 20:21,business,West Berkeley,Central,3.3,nopurpose
11-07-2016 12:28,11-07-2016 12:57,business,Berkeley,San Francisco,11.8,between offices
